PEPMASS	CHARGE	MSLEVEL	SOURCE_INSTRUMENT	FILENAME	SEQ	IONMODE	ORGANISM	NAME	PI	DATACOLLECTOR	SMILES	INCHI	INCHIAUX	PUBMED	SUBMITUSER	LIBRARYQUALITY	SPECTRUMID	SCANS	Monohydroxy	3-OH	3a-OH	7a-OH	7b-OH	Dihydroxy	1-ketone	3,12a-OH; 7,12a-OH	3,12a-OH	7,12a-OH	3,7-OH; 3,6-OH; 3,12b-OH; 7,12b-OH	3,7-OH; 3,12b-OH; 7,12b-OH	3,6-OH	3,7-OH	3,12b-OH; 7,12b-OH	Trihydroxy	All_ketone	3k_7or12_OH	3a_12k	3,7a,12a	3,6,7-OH	3,6b,7b-OH	3,6a,7a-OH	3,6b,7a-OH; 3,6a,7b-OH	3,6b,7a-OH	3,6a,7b-OH	1-OH-Sidechain; 1-OH-core	group	mono_gt	di_gt	tri_gt	di_1_sc_oh	ADDUCT
981.639	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Ala-aMCA 2M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](C)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO6/c1-14(5-8-21(30)28-15(2)25(33)34)17-6-7-18-22-19(10-12-26(17,18)3)27(4)11-9-16(29)13-20(27)23(31)24(22)32/h14-20,22-24,29,31-32H,5-13H2,1-4H3,(H,28,30)(H,33,34)/t14-,15?,16-,17-,18+,19+,20+,22+,23+,24+,26-,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583557	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+Na
502.314	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Ala-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](C)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO6/c1-14(5-8-21(30)28-15(2)25(33)34)17-6-7-18-22-19(10-12-26(17,18)3)27(4)11-9-16(29)13-20(27)23(31)24(22)32/h14-20,22-24,29,31-32H,5-13H2,1-4H3,(H,28,30)(H,33,34)/t14-,15?,16-,17-,18+,19+,20+,22+,23+,24+,26-,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583558	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
444.311	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Ala-aMCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](C)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO6/c1-14(5-8-21(30)28-15(2)25(33)34)17-6-7-18-22-19(10-12-26(17,18)3)27(4)11-9-16(29)13-20(27)23(31)24(22)32/h14-20,22-24,29,31-32H,5-13H2,1-4H3,(H,28,30)(H,33,34)/t14-,15?,16-,17-,18+,19+,20+,22+,23+,24+,26-,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583559	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-2H2O+H
959.657	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Ala-aMCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](C)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO6/c1-14(5-8-21(30)28-15(2)25(33)34)17-6-7-18-22-19(10-12-26(17,18)3)27(4)11-9-16(29)13-20(27)23(31)24(22)32/h14-20,22-24,29,31-32H,5-13H2,1-4H3,(H,28,30)(H,33,34)/t14-,15?,16-,17-,18+,19+,20+,22+,23+,24+,26-,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583560	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
565.396	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Arg-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=N)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583561	3110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		0.0	0.0	1.0	0.0	M+H
587.378	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Arg-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=N)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583562	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
1129.78	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Arg-aMCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=N)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583563	3112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
523.338	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asn-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O7/c1-14(4-7-22(33)30-20(26(36)37)13-21(29)32)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(31)12-19(28)24(34)25(23)35/h14-20,23-25,31,34-35H,4-13H2,1-3H3,(H2,29,32)(H,30,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583564	3113	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3a6b7a	0.0	0.0	1.0	0.0	M+H
545.32	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asn-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O7/c1-14(4-7-22(33)30-20(26(36)37)13-21(29)32)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(31)12-19(28)24(34)25(23)35/h14-20,23-25,31,34-35H,4-13H2,1-3H3,(H2,29,32)(H,30,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583565	3114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
487.317	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asn-aMCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O7/c1-14(4-7-22(33)30-20(26(36)37)13-21(29)32)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(31)12-19(28)24(34)25(23)35/h14-20,23-25,31,34-35H,4-13H2,1-3H3,(H2,29,32)(H,30,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583566	3115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0.0	0.0	1.0	0.0	M-2H2O+H
1045.67	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asn-aMCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O7/c1-14(4-7-22(33)30-20(26(36)37)13-21(29)32)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(31)12-19(28)24(34)25(23)35/h14-20,23-25,31,34-35H,4-13H2,1-3H3,(H2,29,32)(H,30,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583567	3116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
524.322	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asp-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO8/c1-14(4-7-21(31)29-20(26(36)37)13-22(32)33)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(30)12-19(28)24(34)25(23)35/h14-20,23-25,30,34-35H,4-13H2,1-3H3,(H,29,31)(H,32,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583568	3117	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3a6b7a	0.0	0.0	1.0	0.0	M+H
506.311	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asp-aMCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO8/c1-14(4-7-21(31)29-20(26(36)37)13-22(32)33)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(30)12-19(28)24(34)25(23)35/h14-20,23-25,30,34-35H,4-13H2,1-3H3,(H,29,31)(H,32,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583569	3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3a6b7a	0.0	0.0	1.0	0.0	M-H2O+H
546.304	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asp-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO8/c1-14(4-7-21(31)29-20(26(36)37)13-22(32)33)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(30)12-19(28)24(34)25(23)35/h14-20,23-25,30,34-35H,4-13H2,1-3H3,(H,29,31)(H,32,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583570	3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
488.301	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Asp-aMCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO8/c1-14(4-7-21(31)29-20(26(36)37)13-22(32)33)16-5-6-17-23-18(9-11-27(16,17)2)28(3)10-8-15(30)12-19(28)24(34)25(23)35/h14-20,23-25,30,34-35H,4-13H2,1-3H3,(H,29,31)(H,32,33)(H,36,37)/t14-,15-,16-,17+,18+,19+,20?,23+,24+,25+,27-,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583571	3120	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-2H2O+H
566.38	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Citrulline-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583572	3121	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3a6b7a	0.0	0.0	1.0	0.0	M+H
588.362	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Citrulline-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583573	3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
1131.75	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Citrulline-aMCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCCNC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O6/c1-16(6-9-23(36)34-22(27(39)40)5-4-14-33-28(31)32)18-7-8-19-24-20(11-13-29(18,19)2)30(3)12-10-17(35)15-21(30)25(37)26(24)38/h16-22,24-26,35,37-38H,4-15H2,1-3H3,(H,34,36)(H,39,40)(H4,31,32,33)/t16-,17-,18-,19+,20+,21+,22?,24+,25+,26+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583574	3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
537.353	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Gln-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O7/c1-15(4-9-23(34)31-21(27(37)38)7-8-22(30)33)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(32)14-20(29)25(35)26(24)36/h15-21,24-26,32,35-36H,4-14H2,1-3H3,(H2,30,33)(H,31,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583575	3124	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3a6b7a	0.0	0.0	1.0	0.0	M+H
559.335	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Gln-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O7/c1-15(4-9-23(34)31-21(27(37)38)7-8-22(30)33)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(32)14-20(29)25(35)26(24)36/h15-21,24-26,32,35-36H,4-14H2,1-3H3,(H2,30,33)(H,31,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583576	3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
501.332	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Gln-aMCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O7/c1-15(4-9-23(34)31-21(27(37)38)7-8-22(30)33)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(32)14-20(29)25(35)26(24)36/h15-21,24-26,32,35-36H,4-14H2,1-3H3,(H2,30,33)(H,31,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583577	3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-2H2O+H
1073.7	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Gln-aMCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(N)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O7/c1-15(4-9-23(34)31-21(27(37)38)7-8-22(30)33)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(32)14-20(29)25(35)26(24)36/h15-21,24-26,32,35-36H,4-14H2,1-3H3,(H2,30,33)(H,31,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583578	3127	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0.0	0.0	1.0	0.0	2M+H
538.337	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Glu-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H47NO8/c1-15(4-8-22(32)30-21(27(37)38)7-9-23(33)34)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(31)14-20(29)25(35)26(24)36/h15-21,24-26,31,35-36H,4-14H2,1-3H3,(H,30,32)(H,33,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583579	3128	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3a6b7a	0.0	0.0	1.0	0.0	M+H
560.319	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Glu-aMCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H47NO8/c1-15(4-8-22(32)30-21(27(37)38)7-9-23(33)34)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(31)14-20(29)25(35)26(24)36/h15-21,24-26,31,35-36H,4-14H2,1-3H3,(H,30,32)(H,33,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583580	3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+Na
576.293	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	Glu-aMCA M+K	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H47NO8/c1-15(4-8-22(32)30-21(27(37)38)7-9-23(33)34)17-5-6-18-24-19(11-13-28(17,18)2)29(3)12-10-16(31)14-20(29)25(35)26(24)36/h15-21,24-26,31,35-36H,4-14H2,1-3H3,(H,30,32)(H,33,34)(H,37,38)/t15-,16-,17-,18+,19+,20+,21?,24+,25+,26+,28-,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583582	3130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M+K
546.354	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_21A_BC8_01_56965.mzXML	*..*	Positive	BILELIB19	His-aMCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@@H](CC1=CNC=N1)C(O)=O)=O)[C@H]2CC[C@@]3([H])[C@]4([H])[C@H](O)[C@@H](O)[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C	InChI=1S/C30H47N3O6/c1-16(4-7-24(35)33-23(28(38)39)12-17-14-31-15-32-17)19-5-6-20-25-21(9-11-29(19,20)2)30(3)10-8-18(34)13-22(30)26(36)27(25)37/h14-16,18-23,25-27,34,36-37H,4-13H2,1-3H3,(H,31,32)(H,33,35)(H,38,39)/t16-,18-,19-,20+,21+,22+,23?,25+,26+,27+,29-,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006583583	3131	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0		0.0	0.0	1.0	0.0	M+H
